4.591209007028652422e+00,5.170707400234550555e+00
3.000957164914327624e+00,3.639455576681160487e+00
5.414688686220913816e+00,5.464907604722047729e+00
3.312763174666074395e+00,2.394599048692720444e+00
3.341148389096974647e+00,2.249066567117886883e+00
4.536216366152728163e+00,4.884799789663688330e+00
2.998264893706045431e+00,1.836028685605351596e+00
5.245636747382143916e+00,4.754916948151810985e+00
2.582695613115963962e+00,2.217271446396830825e+00
3.309492079941916742e+00,3.887625889267271262e+00
3.404997953617124651e+00,2.672574594898986966e+00
3.732516743052675334e+00,2.447248667588241222e+00
3.475300405321974040e+00,2.733730957929402905e+00
2.384946129732201658e+00,1.953091983884338356e+00
3.226797667517443458e+00,4.254464832840522348e+00
2.984812418502948983e+00,1.470052629283733703e+00
3.628672034097608634e+00,2.465371721604321387e+00
5.091645665675507360e+00,5.252005355932043429e+00
3.300480897362436217e+00,3.561293494142134808e+00
2.828687964608025851e+00,3.208149755492197830e+00
5.103646683770200809e+00,4.987360405381013884e+00
2.516242585182582925e+00,1.891997624700635372e+00
4.207248742119848117e+00,2.446210062691908327e+00
2.455279999562569593e+00,1.870686121817381364e+00
2.627912709495034971e+00,1.664668597040716902e+00
3.387750214791571679e+00,4.431829173908000463e+00
2.346715900772895047e+00,3.430422314535478190e+00
4.922193816483630080e+00,5.275698703044620075e+00
2.753860714220498718e+00,3.915835168110749276e+00
4.894587181630624784e+00,5.242764284198764280e+00
3.702205072495090121e+00,2.707271891264572794e+00
3.517777239437629433e+00,2.429483380992213171e+00
3.180589251819506913e+00,3.731704837429708377e+00
3.183880277427600269e+00,3.004513344128002750e+00
3.458824803605356824e+00,4.212019954483507966e+00
3.394425237266553541e+00,2.457048657520248369e+00
3.095831771701903712e+00,4.422638463009374910e+00
2.989876184944987969e+00,3.729782855158613408e+00
2.596761178275713178e+00,2.198701422006801298e+00
3.309574980102038211e+00,4.066292152046694142e+00
2.408908013737484755e+00,1.606524717823028414e+00
3.250106299835135104e+00,2.982090950005033214e+00
3.795241516915690561e+00,2.937186004332986045e+00
3.165405704912236384e+00,4.027927700396118915e+00
2.989418583022590781e+00,4.170472021462499512e+00
3.327991457887081950e+00,1.835266249497902402e+00
3.480912149315907644e+00,2.092361309605995423e+00
5.394337257891621107e+00,5.190109644310525461e+00
3.134016719944541229e+00,3.465138171195397021e+00
2.603834227492361375e+00,1.831652797904999908e+00
2.654188004746820706e+00,1.999141196436157841e+00
2.973695471769283838e+00,3.472313558785122822e+00
3.516900487414981846e+00,2.474417316251943610e+00
3.452035974441291177e+00,4.231164950664279445e+00
4.739054610756759267e+00,5.332726650502315202e+00
3.898811649623989517e+00,2.200858926648905367e+00
3.035966163438897691e+00,3.009953060379308099e+00
4.959261046739117162e+00,4.792419407619436633e+00
3.427159657934821801e+00,2.219900124602395053e+00
5.090391413606434767e+00,4.971443514419532583e+00
2.707516766435355660e+00,2.050987292193516609e+00
2.240306338916639106e+00,1.572897066731306026e+00
3.059089325245483160e+00,4.154828533508981181e+00
2.283045235050349397e+00,1.810735997625513516e+00
3.333685916764156598e+00,4.285512966717729633e+00
3.009167896974032086e+00,3.087116497715439500e+00
